RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,ID_sorted
2021.12.14 11:13:19:049,5.5,73.7287243,-182.9550076,-3.798707136,-73.46891595,3.792513303,-4.884617934,-1.324536913,0.550422406,1.110779511,7.89E-06,0.999992084,0,0.013088102,-18.83375231,0
2021.12.14 11:13:19:549,6,74.23107046,-183.4491379,-2.693481405,-74.01429489,4.46103843,-3.488116468,-1.193530952,0.255660377,2.610190288,1.67E-06,0.999998367,0,0.014929589,-18.25952148,0
2021.12.14 11:13:20:049,6.5,72.49570983,-183.5185307,-0.969159993,-72.34866836,4.448433351,-1.226370053,1.41201239,0.165298639,3.861060613,4.21E-07,0.999999536,0,0.016453201,-17.83773261,0
2021.12.14 11:13:20:549,7,69.85683893,-179.963772,-2.206865496,-69.80339118,-0.042131365,-2.690738202,3.77822555,-7.864726305,0.580686161,2.42E-07,0.999999731,0,0.016119244,-17.92721275,0
2021.12.14 11:13:21:049,7.5,69.53488048,-178.9039458,-1.601048086,-69.49409719,-1.329556519,-1.942753047,0.931907574,-2.836072296,1.208394879,9.05E-08,0.999999881,0,0.023012509,-16.38163352,0
2021.12.14 11:13:21:549,8,70.55443573,-179.8689613,-1.392715335,-70.53340864,-0.161314148,-1.714830818,-1.087479685,1.2989918,0.474587381,3.22E-08,1,0,0.031477314,-15.02002335,0
2021.12.14 11:13:22:049,8.5,71.51949181,-180.5276867,-2.783505505,-71.43198676,0.657889565,-3.473081595,-1.538759977,1.162277983,-1.37471879,1.58E-08,1,0,0.033849084,-14.70647691,0
2021.12.14 11:13:22:549,9,73.41025382,-181.579685,-2.283237575,-73.32387187,2.021785903,-2.924757884,-3.12562225,2.216327835,-0.300280849,6.61E-09,1,0,0.037696964,-14.23850714,0
2021.12.14 11:13:23:049,9.5,73.71835313,-181.1333461,-4.196290833,-73.50621923,1.454068429,-5.394224343,-1.901867572,-0.614545338,-2.636416256,2.19E-09,1,0,0.040267026,-13.95068067,0
2021.12.14 11:13:23:549,10,74.46156311,-182.0007334,-2.807879925,-74.32443896,2.596346834,-3.64753642,-1.806041702,0.970581478,0.647944786,2.21E-09,1,0,0.043118621,-13.65341043,0
2021.12.14 11:13:24:049,10.5,75.0904112,-182.3045849,-0.525695023,-75.0263103,3.019285989,-0.688880916,-1.578189514,1.321007356,3.385187154,2.06E-09,1,0,0.044103696,-13.55678116,0
2021.12.14 11:13:24:549,11,75.43416011,-182.0160186,-1.894838726,-75.34622288,2.652261591,-2.494168127,-0.936217864,-0.048710545,-0.166628832,2.06E-09,1,0,0.046218486,-13.35373447,0
2021.12.14 11:13:25:049,11.5,76.43317539,-182.2293119,-0.345706336,-76.37310487,2.973384885,-0.462069961,-1.769360727,1.393477759,1.991387846,2.06E-09,1,0,0.048461742,-13.14648217,0
2021.12.14 11:13:25:549,12,77.49720764,-181.9671926,-2.463154793,-77.37997423,2.657807609,-3.330591314,-2.132605713,0.341317045,-1.603023529,2.21E-09,1,0,0.048166858,-13.17251682,0
2021.12.14 11:13:26:049,12.5,77.94410774,-181.8333227,-0.330344603,-77.8992301,2.493446842,-0.449372155,-1.539249327,-0.876551571,1.937019277,2.12E-09,1,0,0.038740949,-14.11836158,0
2021.12.14 11:13:26:549,13,78.20248777,-181.3288934,-2.238136164,-78.12152009,1.812288733,-3.054183585,-1.027333311,-1.10828464,-1.870752718,2.06E-09,1,0,0.035503364,-14.49730492,0
2021.12.14 11:13:27:049,13.5,78.60716123,-182.6284447,-0.648564936,-78.51936596,3.604649616,-0.889755214,-0.852321207,1.983921306,1.200405955,2.32E-09,1,0,0.03379797,-14.7110939,0
2021.12.14 11:13:27:549,14,80.53325851,-185.4631725,-1.296655156,-80.13722166,7.668205627,-1.821882927,-2.381318136,5.861890052,0.171730799,2.22E-09,1,0,0.033443836,-14.75975259,0
2021.12.14 11:13:28:049,14.5,80.69221995,-186.4125985,-1.159218395,-80.17090261,9.01045234,-1.632472331,-1.243172476,2.488250005,0.544305648,2.06E-09,1,0,0.031510094,-15.01551385,0
2021.12.14 11:13:28:549,15,81.81543237,-187.4569419,0.167712412,-81.11673864,10.61870694,0.241340465,-1.674899247,4.535232466,2.769732417,2.06E-09,1,0,0.03153797,-15.01170285,0
2021.12.14 11:13:29:049,15.5,82.25796848,-187.5290606,-1.723634137,-81.51178172,10.77341842,-2.474175303,-1.472341609,1.03722584,-1.702672558,2.06E-09,1,0,0.030898052,-15.10068893,0
2021.12.14 11:13:29:549,16,82.29885816,-187.2080457,-2.006015318,-81.5984114,10.3199197,-2.880818567,-0.802568989,-0.310011983,-1.11813813,2.06E-09,1,0,0.031394125,-15.03151686,0
2021.12.14 11:13:30:049,16.5,82.34620645,-186.2511161,1.305115975,-81.8350216,8.963973974,1.875623831,-0.655712883,-2.294344176,3.871493101,2.14E-09,1,0,0.028836379,-15.4005928,0
